"country","age","pathogen","disease","scenario","Mid","Low","High"
"Pakistan","0-4","Hib","Hib meningitis","Visits",14,6,22
"Palestine, State of","0-4","Hib","Hib meningitis","Visits",4,2,6
"Papua New Guinea","0-4","Hib","Hib meningitis","Visits",33,16,42
"Paraguay","0-4","Hib","Hib meningitis","Visits",35,16,63
"Peru","0-4","Hib","Hib meningitis","Visits",7,1,12
"Philippines","0-4","Hib","Hib meningitis","Visits",8,1,14
"Moldova, Republic of","0-4","Hib","Hib meningitis","Visits",6,1,12
"Rwanda","0-4","Hib","Hib meningitis","Visits",10,3,16
"Samoa","0-4","Hib","Hib meningitis","Visits",52,30,73
"Sao Tome and Principe","0-4","Hib","Hib meningitis","Visits",21,9,32
"Senegal","0-4","Hib","Hib meningitis","Visits",15,4,25
"Serbia","0-4","Hib","Hib meningitis","Visits",2,0,4
"Sierra Leone","0-4","Hib","Hib meningitis","Visits",39,16,60
"Solomon Islands","0-4","Hib","Hib meningitis","Visits",22,6,29
"Somalia","0-4","Hib","Hib meningitis","Visits",33,9,55
"South Africa","0-4","Hib","Hib meningitis","Visits",12,5,18
"South Sudan","0-4","Hib","Hib meningitis","Visits",18,6,28
"Sri Lanka","0-4","Hib","Hib meningitis","Visits",2,0,4
"Sudan","0-4","Hib","Hib meningitis","Visits",14,4,23
"Swaziland","0-4","Hib","Hib meningitis","Visits",14,5,22
"Syrian Arab Republic","0-4","Hib","Hib meningitis","Visits",4,2,6
"Tajikistan","0-4","Hib","Hib meningitis","Visits",19,7,30
"Macedonia, the former Yugoslav Republic of","0-4","Hib","Hib meningitis","Visits",10,3,18
"Thailand","0-4","Hib","Hib meningitis","Visits",3,1,5
"Timor-Leste","0-4","Hib","Hib meningitis","Visits",23,9,36
"Togo","0-4","Hib","Hib meningitis","Visits",17,6,28
"Tonga","0-4","Hib","Hib meningitis","Visits",81,47,115
"Tunisia","0-4","Hib","Hib meningitis","Visits",2,0,3
"Turkmenistan","0-4","Hib","Hib meningitis","Visits",12,4,19
"Tuvalu","0-4","Hib","Hib meningitis","Visits",81,47,115
"Uganda","0-4","Hib","Hib meningitis","Visits",23,10,35
"Ukraine","0-4","Hib","Hib meningitis","Visits",4,1,8
"Tanzania, United Republic of","0-4","Hib","Hib meningitis","Visits",18,7,28
"Uzbekistan","0-4","Hib","Hib meningitis","Visits",12,5,19
"Vanuatu","0-4","Hib","Hib meningitis","Visits",20,5,27
"Venezuela, Bolivarian Republic of","0-4","Hib","Hib meningitis","Visits",7,1,12
"Viet Nam","0-4","Hib","Hib meningitis","Visits",12,3,19
"Yemen","0-4","Hib","Hib meningitis","Visits",8,2,13
"Zambia","0-4","Hib","Hib meningitis","Visits",17,7,27
"Zimbabwe","0-4","Hib","Hib meningitis","Visits",19,6,31
"Afghanistan","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,12
"Albania","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,5
"Algeria","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Angola","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Armenia","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Azerbaijan","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Bangladesh","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Belarus","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,2
"Belize","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,8
"Benin","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Bhutan","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Bolivia, Plurinational State of","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Bosnia and Herzegovina","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Burkina Faso","0-4","Hib","Hib Meningitis sequelae","Cases",5,0,14
"Burundi","0-4","Hib","Hib Meningitis sequelae","Cases",6,0,17
"Cabo Verde","0-4","Hib","Hib Meningitis sequelae","Cases",6,0,19
"Cambodia","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Cameroon","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Central African Republic","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,8
"Chad","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,10
"China","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Colombia","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Comoros","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Congo","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Cote d'Ivoire","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Cuba","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Korea, Democratic People's Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Congo, the Democratic Republic of the","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,10
"Djibouti","0-4","Hib","Hib Meningitis sequelae","Cases",8,0,23
"Ecuador","0-4","Hib","Hib Meningitis sequelae","Cases",11,0,37
"Egypt","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,2
"El Salvador","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Eritrea","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Ethiopia","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Fiji","0-4","Hib","Hib Meningitis sequelae","Cases",28,0,75
"Gambia","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,11
"Georgia","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Ghana","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Guatemala","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Guinea","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Guinea-Bissau","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Guyana","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,12
"Haiti","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Honduras","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"India","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Indonesia","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Iran, Islamic Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Iraq","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Jamaica","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Jordan","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Kenya","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Kiribati","0-4","Hib","Hib Meningitis sequelae","Cases",7,0,16
"Kosovo","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,5
"Kyrgyzstan","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Lao People's Democratic Republic","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Lesotho","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,10
"Liberia","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Madagascar","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Malawi","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,12
"Mali","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,8
"Marshall Islands","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Mauritania","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Micronesia, Federated States of","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Mongolia","0-4","Hib","Hib Meningitis sequelae","Cases",6,0,19
"Morocco","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Mozambique","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Myanmar","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Namibia","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Nepal","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Nicaragua","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,5
"Niger","0-4","Hib","Hib Meningitis sequelae","Cases",5,0,14
"Nigeria","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Pakistan","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Palestine, State of","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Papua New Guinea","0-4","Hib","Hib Meningitis sequelae","Cases",4,0,10
"Paraguay","0-4","Hib","Hib Meningitis sequelae","Cases",7,0,24
"Peru","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Philippines","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Moldova, Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Rwanda","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Samoa","0-4","Hib","Hib Meningitis sequelae","Cases",9,0,25
"Sao Tome and Principe","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Senegal","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,5
"Serbia","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Sierra Leone","0-4","Hib","Hib Meningitis sequelae","Cases",7,0,20
"Solomon Islands","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Somalia","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"South Africa","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"South Sudan","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Sri Lanka","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Sudan","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Swaziland","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Syrian Arab Republic","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Tajikistan","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Macedonia, the former Yugoslav Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Thailand","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Timor-Leste","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Togo","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,7
"Tonga","0-4","Hib","Hib Meningitis sequelae","Cases",15,0,39
"Tunisia","0-4","Hib","Hib Meningitis sequelae","Cases",0,0,1
"Turkmenistan","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,4
"Tuvalu","0-4","Hib","Hib Meningitis sequelae","Cases",15,0,39
"Uganda","0-4","Hib","Hib Meningitis sequelae","Cases",5,0,14
"Ukraine","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Tanzania, United Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,10
"Uzbekistan","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,5
"Vanuatu","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,8
"Venezuela, Bolivarian Republic of","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,3
"Viet Nam","0-4","Hib","Hib Meningitis sequelae","Cases",2,0,6
"Yemen","0-4","Hib","Hib Meningitis sequelae","Cases",1,0,2
"Zambia","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Zimbabwe","0-4","Hib","Hib Meningitis sequelae","Cases",3,0,9
"Afghanistan","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Albania","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Algeria","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Angola","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Armenia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Azerbaijan","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Bangladesh","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Belarus","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Belize","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Benin","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Bhutan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Bolivia, Plurinational State of","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Bosnia and Herzegovina","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,0
"Burkina Faso","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,7
"Burundi","0-4","Hib","Hib Meningitis sequelae","Visits",3,0,9
"Cabo Verde","0-4","Hib","Hib Meningitis sequelae","Visits",5,0,14
"Cambodia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Cameroon","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Central African Republic","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Chad","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"China","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Colombia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Comoros","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Congo","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Cote d'Ivoire","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Cuba","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Korea, Democratic People's Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Congo, the Democratic Republic of the","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Djibouti","0-4","Hib","Hib Meningitis sequelae","Visits",4,0,11
"Ecuador","0-4","Hib","Hib Meningitis sequelae","Visits",8,0,28
"Egypt","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"El Salvador","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Eritrea","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Ethiopia","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,2
"Fiji","0-4","Hib","Hib Meningitis sequelae","Visits",22,0,57
"Gambia","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Georgia","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,0
"Ghana","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Guatemala","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Guinea","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Guinea-Bissau","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Guyana","0-4","Hib","Hib Meningitis sequelae","Visits",3,0,8
"Haiti","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Honduras","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"India","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Indonesia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Iran, Islamic Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Iraq","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Jamaica","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Jordan","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,2
"Kenya","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Kiribati","0-4","Hib","Hib Meningitis sequelae","Visits",4,0,11
"Kosovo","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Kyrgyzstan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Lao People's Democratic Republic","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Lesotho","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Liberia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Madagascar","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Malawi","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Mali","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Marshall Islands","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Mauritania","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Micronesia, Federated States of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Mongolia","0-4","Hib","Hib Meningitis sequelae","Visits",5,0,14
"Morocco","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Mozambique","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Myanmar","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Namibia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Nepal","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Nicaragua","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Niger","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,7
"Nigeria","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Pakistan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Palestine, State of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,1
"Papua New Guinea","0-4","Hib","Hib Meningitis sequelae","Visits",3,0,7
"Paraguay","0-4","Hib","Hib Meningitis sequelae","Visits",5,0,16
"Peru","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Philippines","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Moldova, Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Rwanda","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Samoa","0-4","Hib","Hib Meningitis sequelae","Visits",7,0,19
"Sao Tome and Principe","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Senegal","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Serbia","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Sierra Leone","0-4","Hib","Hib Meningitis sequelae","Visits",3,0,10
"Solomon Islands","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Somalia","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"South Africa","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"South Sudan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Sri Lanka","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Sudan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Swaziland","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Syrian Arab Republic","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,1
"Tajikistan","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Macedonia, the former Yugoslav Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Thailand","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Timor-Leste","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,6
"Togo","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Tonga","0-4","Hib","Hib Meningitis sequelae","Visits",11,0,30
"Tunisia","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,0
"Turkmenistan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Tuvalu","0-4","Hib","Hib Meningitis sequelae","Visits",11,0,30
"Uganda","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,7
"Ukraine","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Tanzania, United Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Uzbekistan","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,3
"Vanuatu","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Venezuela, Bolivarian Republic of","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,2
"Viet Nam","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Yemen","0-4","Hib","Hib Meningitis sequelae","Visits",0,0,1
"Zambia","0-4","Hib","Hib Meningitis sequelae","Visits",2,0,5
"Zimbabwe","0-4","Hib","Hib Meningitis sequelae","Visits",1,0,4
"Afghanistan","0-4","Hib","Hib NPNM","Cases",9,4,14
"Albania","0-4","Hib","Hib NPNM","Cases",4,1,8
"Algeria","0-4","Hib","Hib NPNM","Cases",2,0,4
"Angola","0-4","Hib","Hib NPNM","Cases",8,4,11
"Armenia","0-4","Hib","Hib NPNM","Cases",4,1,7
"Azerbaijan","0-4","Hib","Hib NPNM","Cases",3,1,4
"Bangladesh","0-4","Hib","Hib NPNM","Cases",3,1,5
"Belarus","0-4","Hib","Hib NPNM","Cases",1,0,2
"Belize","0-4","Hib","Hib NPNM","Cases",7,2,12
"Benin","0-4","Hib","Hib NPNM","Cases",6,2,10
"Bhutan","0-4","Hib","Hib NPNM","Cases",4,2,6
"Bolivia, Plurinational State of","0-4","Hib","Hib NPNM","Cases",4,1,6
"Bosnia and Herzegovina","0-4","Hib","Hib NPNM","Cases",0,0,1
"Burkina Faso","0-4","Hib","Hib NPNM","Cases",9,4,14
"Burundi","0-4","Hib","Hib NPNM","Cases",12,5,18
"Cabo Verde","0-4","Hib","Hib NPNM","Cases",15,8,24
"Cambodia","0-4","Hib","Hib NPNM","Cases",5,1,8
"Cameroon","0-4","Hib","Hib NPNM","Cases",5,1,9
"Central African Republic","0-4","Hib","Hib NPNM","Cases",10,3,17
"Chad","0-4","Hib","Hib NPNM","Cases",11,3,18
"China","0-4","Hib","Hib NPNM","Cases",5,3,9
"Colombia","0-4","Hib","Hib NPNM","Cases",3,0,5
"Comoros","0-4","Hib","Hib NPNM","Cases",7,2,12
"Congo","0-4","Hib","Hib NPNM","Cases",5,1,8
"Cote d'Ivoire","0-4","Hib","Hib NPNM","Cases",4,1,7
"Cuba","0-4","Hib","Hib NPNM","Cases",5,1,8
"Korea, Democratic People's Republic of","0-4","Hib","Hib NPNM","Cases",6,1,10
"Congo, the Democratic Republic of the","0-4","Hib","Hib NPNM","Cases",10,3,16
"Djibouti","0-4","Hib","Hib NPNM","Cases",21,12,33
"Ecuador","0-4","Hib","Hib NPNM","Cases",27,12,48
"Egypt","0-4","Hib","Hib NPNM","Cases",2,0,3
"El Salvador","0-4","Hib","Hib NPNM","Cases",5,1,9
"Eritrea","0-4","Hib","Hib NPNM","Cases",8,2,14
"Ethiopia","0-4","Hib","Hib NPNM","Cases",7,2,11
"Fiji","0-4","Hib","Hib NPNM","Cases",69,40,97
"Gambia","0-4","Hib","Hib NPNM","Cases",14,5,22
"Georgia","0-4","Hib","Hib NPNM","Cases",1,0,2
"Ghana","0-4","Hib","Hib NPNM","Cases",6,2,10
"Guatemala","0-4","Hib","Hib NPNM","Cases",5,1,9
"Guinea","0-4","Hib","Hib NPNM","Cases",6,2,10
"Guinea-Bissau","0-4","Hib","Hib NPNM","Cases",6,2,9
"Guyana","0-4","Hib","Hib NPNM","Cases",13,6,20
"Haiti","0-4","Hib","Hib NPNM","Cases",11,3,19
"Honduras","0-4","Hib","Hib NPNM","Cases",3,0,6
"India","0-4","Hib","Hib NPNM","Cases",7,3,11
"Indonesia","0-4","Hib","Hib NPNM","Cases",5,1,8
"Iran, Islamic Republic of","0-4","Hib","Hib NPNM","Cases",2,0,3
"Iraq","0-4","Hib","Hib NPNM","Cases",3,1,4
"Jamaica","0-4","Hib","Hib NPNM","Cases",2,0,3
"Jordan","0-4","Hib","Hib NPNM","Cases",2,0,3
"Kenya","0-4","Hib","Hib NPNM","Cases",7,3,11
"Kiribati","0-4","Hib","Hib NPNM","Cases",22,12,28
"Kosovo","0-4","Hib","Hib NPNM","Cases",4,1,8
"Kyrgyzstan","0-4","Hib","Hib NPNM","Cases",4,0,6
"Lao People's Democratic Republic","0-4","Hib","Hib NPNM","Cases",9,3,14
"Lesotho","0-4","Hib","Hib NPNM","Cases",8,3,12
"Liberia","0-4","Hib","Hib NPNM","Cases",14,4,24
"Madagascar","0-4","Hib","Hib NPNM","Cases",8,2,14
"Malawi","0-4","Hib","Hib NPNM","Cases",16,6,25
"Mali","0-4","Hib","Hib NPNM","Cases",7,2,12
"Marshall Islands","0-4","Hib","Hib NPNM","Cases",7,4,10
"Mauritania","0-4","Hib","Hib NPNM","Cases",5,2,9
"Micronesia, Federated States of","0-4","Hib","Hib NPNM","Cases",7,4,10
"Mongolia","0-4","Hib","Hib NPNM","Cases",15,7,24
"Morocco","0-4","Hib","Hib NPNM","Cases",3,1,6
"Mozambique","0-4","Hib","Hib NPNM","Cases",6,2,9
"Myanmar","0-4","Hib","Hib NPNM","Cases",8,3,12
"Namibia","0-4","Hib","Hib NPNM","Cases",6,2,10
"Nepal","0-4","Hib","Hib NPNM","Cases",3,1,5
"Nicaragua","0-4","Hib","Hib NPNM","Cases",5,1,9
"Niger","0-4","Hib","Hib NPNM","Cases",11,4,18
"Nigeria","0-4","Hib","Hib NPNM","Cases",5,1,8
"Pakistan","0-4","Hib","Hib NPNM","Cases",5,2,7
"Palestine, State of","0-4","Hib","Hib NPNM","Cases",2,1,3
"Papua New Guinea","0-4","Hib","Hib NPNM","Cases",17,8,22
"Paraguay","0-4","Hib","Hib NPNM","Cases",18,8,32
